No,URL,Title,Est. Visits,Backlinks
39,"http://www.thisoldhouse.com/pools/all-about-plunge-pools","All About Plunge Pools: Types, Costs, and Benefits",673,104
40,"http://www.thisoldhouse.com/roofing/roof-shapes","Roof Shapes: Gable, Hip, L-Shaped & More",646,254
41,"http://www.thisoldhouse.com/landscaping/how-to-install-in-ground-sprinklers","How To Install an In-Ground Sprinkler System",640,109
42,"http://www.thisoldhouse.com/woodworking/what-is-varnish","What is Varnish?",627,106
43,"http://www.thisoldhouse.com/walls/frame-a-corner","How To Frame a Corner",625,76
44,"http://www.thisoldhouse.com/lawns/sunday-lawn-care","Sunday Lawn Care Review (2026)",601,209
45,"http://www.thisoldhouse.com/flooring/all-about-hardwood-floors","A Complete Guide to Hardwood Flooring",600,267
46,"http://www.thisoldhouse.com/electrical/from-the-ground-up-electrical-wiring","From the Ground Up: Electrical Wiring",599,390
47,"http://www.thisoldhouse.com/sidewalks/how-to-lay-a-budget-friendly-gravel-path","How To Lay a Budget-Friendly Gravel Path",599,415
48,"http://www.thisoldhouse.com/molding/how-to-install-shoe-molding","How to Install Shoe Molding",597,31
49,"http://www.thisoldhouse.com/bathrooms/steam-shower-how-it-works","Steam Showers: How To Create a Luxury Home Spa ...",595,489
50,"http://www.thisoldhouse.com/roofing/how-to-repair-a-rotted-soffit","Roof Soffit Repair: Advice From a Pro",594,161
51,"http://www.thisoldhouse.com/moving/how-much-does-it-cost-to-move-a-mobile-home","How Much Does It Cost To Move a Mobile Home? (2026)",590,18
52,"http://www.thisoldhouse.com/bathrooms/standard-shower-sizes","Standard Shower Sizes: A Complete Guide",564,7
53,"http://www.thisoldhouse.com/roofing/shingle-roof-cost","How Much Does a Shingle Roof Cost? (2026 Guide)",551,460
54,"http://www.thisoldhouse.com/home-safety/rekey-a-lock","How To Rekey a Lock: A Comprehensive Guide",551,422
55,"http://www.thisoldhouse.com/foundations/foundation-repair-cost","How Much Does Foundation Repair Cost? (2026 Pricing)",551,22525
56,"http://www.thisoldhouse.com/heating-cooling/best-air-conditioner-brands","Best Air Conditioner Brands of 2026",547,1549
57,"http://www.thisoldhouse.com/holiday/editors-picks-best-pumpkin-carvings-ever","Editors Picks: Best Pumpkin Carvings Ever",545,49
58,"http://www.thisoldhouse.com/plumbing/read-this-before-you-buy-a-tankless-water-heater","Tankless Water Heaters (2026 Guide)",540,503
59,"http://www.thisoldhouse.com/pest-control/best-rat-poison","The 5 Best Rat Poisons (2026)",539,9
60,"http://www.thisoldhouse.com/heating-cooling/air-conditioner-smells-musty","Air Conditioner Smells Musty? Here's How To Solve It",524,5
61,"http://www.thisoldhouse.com/driveways/asphalt-driveways","How To Build and Maintain an Asphalt Driveway",515,49
62,"http://www.thisoldhouse.com/plumbing/how-to-install-a-solar-powered-water-heater","How To Install a Solar-Powered Water Heater",511,1
63,"http://www.thisoldhouse.com/plumbing/wrenches-that-make-plumbing-easier","Wrenches that Make Plumbing Easier",505,38
64,"http://www.thisoldhouse.com/foundations/foundation-cracks","Foundation Cracks: What Is Normal and When to Worry",490,389
65,"http://www.thisoldhouse.com/foundations/house-foundation-sinking","How To Identify and Repair a Sinking Foundation",490,19
66,"http://www.thisoldhouse.com/solar-alternative-energy/solar-panel-cost","Solar Panel Cost in 2026: Pricing and Savings Breakdown",488,2096
67,"http://www.thisoldhouse.com/fans/how-to-install-a-solar-attic-fan","How To Install a Solar Attic Fan",477,55
68,"http://www.thisoldhouse.com/roofing/pros-and-cons-of-metal-roof","Pros and Cons of Metal Roofs",469,143
69,"http://www.thisoldhouse.com/walls/how-to-finish-drywall","How To Finish Drywall",466,309
70,"http://www.thisoldhouse.com/moving/cost-to-rent-a-moving-truck","How Much Does It Cost To Rent a Moving Truck?",455,59
71,"http://www.thisoldhouse.com/cast/tom-silva","Tom Silva",452,1089
72,"http://www.thisoldhouse.com/gutters/black-gutters","Pros and Cons of Black Gutters",447,0
73,"http://www.thisoldhouse.com/masonry/fixing-cracks-in-concrete","How to Fix Cracks in Concrete",444,205
74,"http://www.thisoldhouse.com/doors/how-to-repair-your-sliding-door","How To Repair Your Sliding Door",441,136
75,"http://www.thisoldhouse.com/heating-cooling/hvac-installation-cost","HVAC Installation Costs: AC, Heat Pump, & Furnace",440,1551
76,"http://www.thisoldhouse.com/doors/how-to-repair-a-damaged-doorjamb","How To Repair a Damaged Doorjamb",423,56
77,"http://www.thisoldhouse.com/home-safety/about-low-level-carbon-monoxide-detectors","Understanding Low-Level CO Monitors",422,27
78,"http://www.thisoldhouse.com/roofing/fix-roof-leak","How to Patch a Roof Leak",421,126
79,"http://www.thisoldhouse.com/home-finances/garage-door-cost","How Much Does a Garage Door Cost? (2026 Guide)",421,1481
80,"http://www.thisoldhouse.com/pathways-sidewalks/how-to-resurface-concrete","How To Resurface Worn Concrete",415,306
81,"http://www.thisoldhouse.com/roofing/best-roof-insulation","The 8 Best Roof Insulation Types",415,30
82,"http://www.thisoldhouse.com/heating-cooling/open-house-is-steam-heat-a-dealbreaker","The Pros and Cons of a Steam Heating System",411,52
83,"http://www.thisoldhouse.com/plumbing/how-to-bleed-a-radiator","How To Bleed a Radiator",410,89
84,"http://www.thisoldhouse.com/moving/trailer-hitch-installation-cost","Trailer Hitch Installation Cost (2026 Guide)",407,173
85,"http://www.thisoldhouse.com/pages/streaming-app","Stream This Old House Anywhere, Anytime, On All of Your ...",405,6735
86,"http://www.thisoldhouse.com/flooring/refinishing-school","How To Refinish Hardwood Floors",391,530
87,"http://www.thisoldhouse.com/windows/best-window-installation-companies","Best Window Installation Companies (2026 Guide)",391,24
88,"http://www.thisoldhouse.com/woodworking/types-of-plywood","Types of Plywood: A Comprehensive Guide",384,121
89,"http://www.thisoldhouse.com/doors/the-essential-guide-to-weatherstripping","The Essential Guide to Weatherstripping",380,426
90,"http://www.thisoldhouse.com/plumbing/well-pump-cost","Well Pump Cost and Installation Guide (2026)",379,125
91,"http://www.thisoldhouse.com/roofing/roof-truss-cost","How Much Does a Roof Truss Cost?",379,39
92,"http://www.thisoldhouse.com/heating-cooling/air-duct-cleaning-cost","How Much Does Air Duct Cleaning Cost? (2026 Pricing)",361,148
93,"http://www.thisoldhouse.com/heating-cooling/air-ducts-replacement-cost","How Much Does Air Duct Replacement Cost? (2026)",355,75
94,"http://www.thisoldhouse.com/foundations/foundation-settling-vs-foundation-problems","Foundation Settling vs. Foundation Problems",355,161
95,"http://www.thisoldhouse.com/lawns/best-grass-for-shade","The Best Grass That Grows in Shade",352,80
96,"http://www.thisoldhouse.com/lawns/best-garden-rake","6 Best Garden Rakes (2026 Ratings)",348,129
97,"http://www.thisoldhouse.com/green-home/whole-house-air-purifier","4 Types of Whole House Air Filters and How They Work",345,397
98,"http://www.thisoldhouse.com/pest-control/do-ultrasonic-pest-repellers-work","Do Ultrasonic Pest Repellers Work?",341,18
99,"http://www.thisoldhouse.com/plumbing/washing-machine-drain-pan","What Is a Washing Machine Drain Pan?",340,49
100,"http://www.thisoldhouse.com/electrical/switch-leg-wiring","Understanding Switch Leg Wiring",338,32
101,"http://www.thisoldhouse.com/roofing/fixing-damaged-roof-shingles","How To Repair and Replace Roof Shingles",338,716
102,"http://www.thisoldhouse.com/painting/the-secrets-of-pro-painters","The Secrets of Pro Painters: Mastering Interior Painting ...",337,900
103,"http://www.thisoldhouse.com/heating-cooling/best-furnace-brands","Best Furnace Brands of 2026: Cost, Features, and ...",336,1517
104,"http://www.thisoldhouse.com/kitchens/best-granite-sealer","The 6 Best Granite Sealers (2026 Guide)",336,11
105,"http://www.thisoldhouse.com/insulation/how-to-insulate-ductwork","How to Insulate HVAC Ductwork",331,161
106,"http://www.thisoldhouse.com/plumbing/how-to-fix-a-bathtub-drain-stopper","How To Fix a Bathtub Drain Stopper",329,55
107,"http://www.thisoldhouse.com/green-home/black-mold-test","How To Test for Black Mold",328,122
108,"http://www.thisoldhouse.com/home-finances/home-warranty-california","Best Home Warranty Companies in California (2026)",327,48
109,"http://www.thisoldhouse.com/heating-cooling/boiler-replacement-cost","How Much Does Boiler Replacement Cost? (2026)",327,143
110,"http://www.thisoldhouse.com/pest-control/best-pest-control-companies","Best Pest Control Companies of 2026",318,2557
111,"http://www.thisoldhouse.com/pest-control/mice-exterminator-cost","Mice Exterminator Cost (2026 Guide) - Pest Control",314,278
112,"http://www.thisoldhouse.com/gardening/how-to-edge-a-garden-bed-with-brick","All About Brick Garden Edging",313,131
113,"http://www.thisoldhouse.com/bathrooms/shower-remodel-guide","Read This Before You Redo Your Shower",312,88
114,"http://www.thisoldhouse.com/heating-cooling/ac-tune-up-cost","How Much Does an AC Tune-Up Cost? (2026 Guide)",310,42
115,"http://www.thisoldhouse.com/tools/how-to-remove-a-stripped-allen-screw","How to Remove a Stripped Allen Screw",310,30
116,"http://www.thisoldhouse.com/tools/choosing-and-using-squares","Choosing and Using Squares: A Comprehensive Guide",310,75
117,"http://www.thisoldhouse.com/bathrooms/bathroom-remodel-cost","Bathroom Remodel Cost in 2026",307,1742
118,"http://www.thisoldhouse.com/bathrooms/refinish-your-cast-iron-tub","How to Refinish a Cast Iron Tub",301,246
119,"http://www.thisoldhouse.com/flooring/how-to-level-a-floor","How To Level a Floor",301,104
120,"http://www.thisoldhouse.com/driveways/sealcoating-driveway","How To Seal A Driveway",301,174
121,"http://www.thisoldhouse.com/moving/bookcase-basics","Bookcase Basics: A Guide To Built-In Shelving",301,37
122,"http://www.thisoldhouse.com/windows/pella-windows-review","Pella Windows Review (2026)",299,18
123,"http://www.thisoldhouse.com/heating-cooling/how-to-reduce-home-heating-costs","13 Ways to Keep Your House Warm This Winter",297,448
124,"http://www.thisoldhouse.com/cast/norm-abram","Norm Abram",296,1054
125,"http://www.thisoldhouse.com/roofing/how-to-add-a-second-floor-to-an-existing-house","How To Add a Second Floor To Your Existing House",295,193
126,"http://www.thisoldhouse.com/painting/polyurethane-vs-polycrylic","Polyurethane vs. Polycrylic: Which Should You Use?",294,168
127,"http://www.thisoldhouse.com/history/american-house-styles","23 Popular American House Styles",291,167
128,"http://www.thisoldhouse.com/plumbing/tankless-water-heater-installation-cost","How Much Does Tankless Water Heater Installation Cost?",288,1383
129,"http://www.thisoldhouse.com/painting/remove-paint-from-metal","How To Remove Paint From Metal",287,350
130,"http://www.thisoldhouse.com/electrical/cost-to-upgrade-electrical-panel","What Is the Cost to Upgrade an Electrical Panel?",285,1784
131,"http://www.thisoldhouse.com/10-uses-for/steel-wool","10 Uses for Steel Wool",283,34
132,"http://www.thisoldhouse.com/insider-login","Insider Login",282,533
133,"http://www.thisoldhouse.com/foundations/bad-foundation-signs","13 Signs of a Bad Foundation",281,230
134,"http://www.thisoldhouse.com/windows/all-about-wood-windows","All About Wood Windows: A Comprehensive Guide",274,221
135,"http://www.thisoldhouse.com/moving/how-to-forward-your-mail","How To Forward Mail",273,12
136,"http://www.thisoldhouse.com/plumbing/guide-to-water-storage-tanks","All About Water Storage Tanks",268,66
137,"http://www.thisoldhouse.com/roofing/common-roof-pitches","What Are the Most Common Roof Pitches?",265,18
138,"http://www.thisoldhouse.com/gutters/gutter-splash-guard","Gutter Splash Guards Guide: Installation and Benefits",264,1
139,"http://www.thisoldhouse.com/roofing/tile-roof-cost","How Much Does a Tile Roof Cost? (2026 Pricing)",261,37
140,"http://www.thisoldhouse.com/flooring/laminate-vs-hardwood-flooring","Laminate vs. Hardwood Flooring",261,8
141,"http://www.thisoldhouse.com/heating-cooling/should-crawl-space-vents-be-open-or-closed","Should Crawl Space Vents Stay Open or Closed?",260,160
142,"http://www.thisoldhouse.com/roofing/cedar-shake-roof-cost","How Much Does a Cedar Shake Roof Cost? (2026 Guide)",258,323
143,"http://www.thisoldhouse.com/roofing/cost-to-add-roof-over-patio","How Much Does Adding a Roof Over a Patio Cost? (2026 ...",257,94
144,"http://www.thisoldhouse.com/walls/all-about-walls","What Are Interior Walls Made Of?",257,223
145,"http://www.thisoldhouse.com/roofing/what-is-fascia-on-a-house","What Is Fascia on a House? An Quick Explanation",252,21
146,"http://www.thisoldhouse.com/driveways/cost-to-repave-driveway","Driveway Repaving Cost",251,1484
147,"http://www.thisoldhouse.com/garages/garage-door-spring-cost","Garage Door Spring Replacement Cost (2026)",247,103
148,"http://www.thisoldhouse.com/holiday/editors-picks-99-amazingly-crafted-gingerbread-houses","99 Amazingly Crafted Gingerbread Houses",247,41
149,"http://www.thisoldhouse.com/attics/21018914/read-this-before-you-finish-your-attic","Finishing Your Attic (2024 Guide)",243,174
150,"http://www.thisoldhouse.com/walls/vapor-moisture-barriers","Understanding Moisture Barriers",239,147
151,"http://www.thisoldhouse.com/plumbing/reverse-osmosis-system-cost","How Much Does a Reverse Osmosis System Cost in 2026?",236,31
152,"http://www.thisoldhouse.com/safety/how-to-install-radon-mitigation","How To Install a Radon Mitigation System",235,734
153,"http://www.thisoldhouse.com/bathrooms/how-to-repair-shower-diverter","How To Repair a Shower Diverter",234,13
154,"http://www.thisoldhouse.com/tool-lab/tools-in-your-toolbelt","10 Items to Keep in Your Tool Belt",234,20
155,"http://www.thisoldhouse.com/heating-cooling/best-hygrometer","The 5 Best Hygrometers (2026)",233,4
156,"http://www.thisoldhouse.com/basements/get-rid-of-musty-smell-in-your-basement","How to Get Rid of a Musty Smell in Your Basement",231,155
157,"http://www.thisoldhouse.com/walls/remove-mold-on-drywall","How To Remove Mold On Drywall",230,159
158,"http://www.thisoldhouse.com/plumbing/sewer-line-repair","Sewer Line Repair and Replacement",229,309
159,"http://www.thisoldhouse.com/lawns/lawn-drainage-solutions","10 Drainage Solutions for Your Yard",228,60
160,"http://www.thisoldhouse.com/heating-cooling/5-essential-steps-for-window-ac-upkeep","5 Essential Steps for Window AC Upkeep",227,153
161,"http://www.thisoldhouse.com/foundations/cost-to-finish-basement","How Much Does It Cost To Finish a Basement? (2026 ...",226,33
162,"http://www.thisoldhouse.com/kitchens/steal-ideas-from-our-best-kitchen-transformations","Steal Ideas From Our Best Kitchen Transformations",225,145
163,"http://www.thisoldhouse.com/plumbing/sump-pump-cost","How Much Does Sump Pump Installation Cost? (2026 Guide)",222,53
164,"http://www.thisoldhouse.com/walls/wainscoting-ideas","Wainscoting Panels and Design Ideas",222,80
165,"http://www.thisoldhouse.com/furniture/how-to-repair-your-favorite-leather-chair","How To Repair Your Favorite Leather Chair",220,124
166,"http://www.thisoldhouse.com/roofing/soffit-replacement-cost","How Much Does Soffit Replacement Cost? (2026 Pricing)",219,63
167,"http://www.thisoldhouse.com/tools/how-to-change-a-circular-saw-blade","How To Change a Circular Saw Blade",218,57
168,"http://www.thisoldhouse.com/heating-cooling/furnace-cost","How Much Does a New Furnace Cost? (2026)",217,294
169,"http://www.thisoldhouse.com/heating-cooling/evaporator-coil-replacement-cost","How Much Does Evaporator Coil Replacement Cost?",217,136
170,"http://www.thisoldhouse.com/moving/cheap-moving-companies","Best Cheap Moving Companies (2026)",216,112
171,"http://www.thisoldhouse.com/siding/stucco-siding-cost","Stucco Siding Cost: DIY vs. Pro (2026)",215,7
172,"http://www.thisoldhouse.com/flooring/tile-setting","Tile Setting 101: Best Practices from an Expert",215,70
173,"http://www.thisoldhouse.com/gutters/leaffilter-cost","How Much Does LeafFilter Cost? (2026) - Gutters",214,71
174,"http://www.thisoldhouse.com/pest-control/flea-exterminator-cost","How Much Does a Flea Exterminator Cost? (2026 Pricing)",214,114
175,"http://www.thisoldhouse.com/flooring/how-to-install-hardwood-floors","Guide to Installing Hardwood Floors",210,180
176,"http://www.thisoldhouse.com/ceilings/how-to-install-a-ceiling-fan","How To Install a Ceiling Fan",210,267
177,"http://www.thisoldhouse.com/bathrooms/protecting-grout","Protecting Grout: A Comprehensive Guide",209,9
178,"http://www.thisoldhouse.com/painting/all-about-polyurethane","All About Polyurethane",208,580
179,"http://www.thisoldhouse.com/tools/the-dirt-on-steam-cleaning","The Dirt on Steam Cleaning: Everything You Need To Know",206,114
180,"http://www.thisoldhouse.com/doors/how-to-make-your-doors-draft-free-with-weatherstripping","How to Seal Door Gaps in 7 Steps (with Video)",206,96
181,"http://www.thisoldhouse.com/siding/how-to-repair-stucco","How To Repair Stucco",204,301
182,"http://www.thisoldhouse.com/this-old-house/hosts-with-the-most","This Old House Hosts with the Most",204,172
183,"http://www.thisoldhouse.com/decking/decking-materials","Decking Materials: Composite, Wood, or Plastic?",204,278
184,"http://www.thisoldhouse.com/tools/best-tool-belt","Best Tool Belts of 2026 (Tested and Ranked)",203,6
185,"http://www.thisoldhouse.com/sheds/how-to-build-a-storm-shelter","How To Build a Storm Shelter to Stay Safe During Disaster",201,123
186,"http://www.thisoldhouse.com/ask-this-old-house/this-old-house-cast-reflect-on-40-years-of-life-lessons-and-home-renovations","This Old House Cast Reflect on 40 Years of Life Lessons ...",201,34
187,"http://www.thisoldhouse.com/heating-cooling/ac-capacitor-cost","How Much Does AC Capacitor Replacement Cost? (2026 ...",200,28
188,"http://www.thisoldhouse.com/driveways/how-to-install-a-permeable-paver-driveway","How to Install a Permeable-Paver Driveway",195,122
189,"http://www.thisoldhouse.com/flooring/how-to-refinish-wood-floors-without-sanding","How To Refinish Hardwood Floors",195,589
190,"http://www.thisoldhouse.com/driveways/how-to-build-a-driveway-apron","How To Build a Driveway Apron",194,139
191,"http://www.thisoldhouse.com/roofing/spray-foam-insulation-cost","How Much Does Spray Foam Insulation Cost?",194,29
192,"http://www.thisoldhouse.com/home-safety/what-really-happens-in-a-house-fire","How a House Fire Spreads",193,149
193,"http://www.thisoldhouse.com/windows/double-pane-windows-cost","How Much Do Double-Pane Windows Cost? (2026 Guide)",193,39
194,"http://www.thisoldhouse.com/kitchens/editors-picks-our-favorite-yellow-kitchens","Editors Picks: Our Favorite Yellow Kitchens",193,28
195,"http://www.thisoldhouse.com/ceilings/how-to-patch-a-ceiling","How To Patch a Ceiling",192,32
196,"http://www.thisoldhouse.com/basements/how-do-i-insulate-a-ceiling","How To Insulate a Basement Ceiling",192,77
197,"http://www.thisoldhouse.com/electrical/how-to-install-a-stand-by-generator","How To Install a Standby Generator for Your Home",192,104
198,"http://www.thisoldhouse.com/bathrooms/bathtub-installation-cost","How Much Does Bathtub Installation Cost? (2026 Pricing)",190,96
199,"http://www.thisoldhouse.com/roofing/cupolas","Everything You Need to Know About Cupolas for Your Roof",190,224
200,"http://www.thisoldhouse.com/roofing/metal-roofing-cost","Metal Roofing Cost (2026): Prices, Factors, and Savings",190,1541
201,"http://www.thisoldhouse.com/lawns/how-to-install-a-graywater-irrigation-system","How To Install a Graywater Irrigation System",190,28
202,"http://www.thisoldhouse.com/heating-cooling/heat-pump-cost","How Much Does a Heat Pump Cost? (2026 Pricing)",189,1552
203,"http://www.thisoldhouse.com/roofing/rubber-roof-cost","How Much Does Rubber Roof Installation Cost? (2026 ...",188,18
204,"http://www.thisoldhouse.com/doors/how-to-pick-a-front-door","A Guide to Front Door Replacement Options for Your Entry",187,357
205,"http://www.thisoldhouse.com/flooring/epoxy-floor-cost","How Much Does Epoxy Flooring Cost?",187,91
206,"http://www.thisoldhouse.com/pest-control/bed-bug-exterminator-cost","How Much Does a Bed Bug Exterminator Cost? (2026 Guide)",186,6000
207,"http://www.thisoldhouse.com/fireplaces/8-uses-for-wood-ash-at-home-and-in-the-garden","Uses for Wood Ash at Home and in the Garden",186,154
208,"http://www.thisoldhouse.com/foundations/concrete-slab-cost","How Much Does a Concrete Slab Cost? (2026 Prices)",186,126
209,"http://www.thisoldhouse.com/siding/hardie-board-siding-cost","Hardie Board Siding Cost Guide",186,4
210,"http://www.thisoldhouse.com/roofing/what-is-a-roof-inspection","Guide to Roof Inspections",185,116
211,"http://www.thisoldhouse.com/bathrooms/installing-a-jetted-tub","How To Install a Jetted Tub",185,38
212,"http://www.thisoldhouse.com/tools/best-trim-routers","The Best Trim Routers (2026 Guide)",183,1
213,"http://www.thisoldhouse.com/patios/how-to-install-pavers","How to Install Pavers - This Old House",182,49
214,"http://www.thisoldhouse.com/yards/how-to-build-an-outdoor-kitchen","A Comprehensive Guide to Building an Outdoor Kitchen",182,299
215,"http://www.thisoldhouse.com/pest-control/fumigation-cost","How Much Does Fumigation Cost? (2026 Pricing)",182,55
216,"http://www.thisoldhouse.com/electrical/inside-an-electrical-outlet","What's Inside an Electrical Outlet?",182,96
217,"http://www.thisoldhouse.com/home-offices/how-to-build-a-rolling-library-ladder","How To Build a Rolling Library Ladder",182,73
218,"http://www.thisoldhouse.com/electrical/replacing-two-prong-receptacles","Changing a Two-Prong Outlet to Three",180,285
219,"http://www.thisoldhouse.com/gutters/all-about-gutters-and-downspouts","A Guide To Gutters and Downspouts",180,203
220,"http://www.thisoldhouse.com/furniture/all-about-window-seats","All About Window Seats",177,351
221,"http://www.thisoldhouse.com/solar-alternative-energy/tesla-powerwall-cost","Tesla Powerwall Cost: Is It Worth It?",176,172
222,"http://www.thisoldhouse.com/heating-cooling/air-conditioner-repair-cost","Air Conditioner Repair Cost (2026 Pricing)",175,87
223,"http://www.thisoldhouse.com/roofing/new-roof-cost","New Roof Cost Guide (2026)",174,1992
224,"http://www.thisoldhouse.com/painting/exterior-painting-cost","How Much Does It Cost To Paint a House Exterior?",174,236
225,"http://www.thisoldhouse.com/gutters/types-of-gutter-guards","Types of Gutter Guards, Explained",173,1427
226,"http://www.thisoldhouse.com/heating-cooling/air-balancing","HVAC Air Balancing: What You Should Know",173,57
227,"http://www.thisoldhouse.com/walls/how-to-patch-plaster","How To Fix a Hole in Lath and Plaster Walls",172,107
228,"http://www.thisoldhouse.com/gutters/how-to-install-a-rain-diverter","How To Install a Rain Diverter",172,39
229,"http://www.thisoldhouse.com/kitchens/how-to-replace-a-sink-strainer","How to Replace a Kitchen Sink Strainer",172,17
230,"http://www.thisoldhouse.com/gardening/yard-of-mulch-cost","How Much Does a Yard of Mulch Cost?",171,64
231,"http://www.thisoldhouse.com/patios/diy-pathways-and-patios","How to Build DIY Pathways and Patios",170,284
232,"http://www.thisoldhouse.com/doors/repairing-crooked-sliding-door-tracks","Repairing Crooked Sliding Door Tracks to Improve Entryways",170,17
233,"http://www.thisoldhouse.com/foundations/from-the-ground-up-framing","From the Ground Up House Framing: A Comprehensive ...",170,80
234,"http://www.thisoldhouse.com/siding/how-to-paint-aluminum-siding","How To Prep and Paint Aluminum Siding",170,106
235,"http://www.thisoldhouse.com/doors/casing-styles","6 Beautiful Door Trim Styles",169,47
236,"http://www.thisoldhouse.com/walls/all-about-pony-walls","Pony Walls: What Are They and How To Build Them",168,103
237,"http://www.thisoldhouse.com/roofing/gables","12 Beautiful Gable Styles",168,34
238,"http://www.thisoldhouse.com/this-old-house/submit-your-house-to-appear-on-this-old-house-tv","Submit Your House to Appear on This Old House",168,790
239,"http://www.thisoldhouse.com/stairs/how-to-install-a-handrail","How To Install a Stair Handrail",167,55
240,"http://www.thisoldhouse.com/roofing/read-this-before-you-redo-your-roof","Replacing Your Roof: A Comprehensive Guide",167,724
241,"http://www.thisoldhouse.com/lighting/best-recessed-lighting","5 Best Recessed Lights (2026)",167,36
242,"http://www.thisoldhouse.com/pest-control/roach-exterminator-cost","How Much Does a Roach Exterminator Cost? (2026 Pricing)",167,149
243,"http://www.thisoldhouse.com/landscaping/landscaping-rocks","Types of Landscaping Rocks and How To Use Them",166,133
